date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,zipcode,lat,long
2014-11-10,545000.0,4.0,1.5,1370.0,3708.0,1.5,0.0,0.0,3,7,0,1926,98117,47.6849,-122.363
2014-05-20,192500.0,2.0,1.0,950.0,7692.0,1.0,0.0,0.0,3,6,0,1926,98168,47.4909,-122.29799999999999
2015-02-10,822500.0,3.0,2.5,3090.0,7708.0,2.0,0.0,0.0,3,10,0,1999,98052,47.6868,-122.10799999999999
2014-12-08,800000.0,4.0,2.5,2390.0,10000.0,1.0,0.0,0.0,3,9,1,1975,98040,47.5801,-122.229
2014-12-15,1250000.0,3.0,2.5,2070.0,4944.0,2.0,0.0,0.0,3,9,0,1930,98112,47.6256,-122.28399999999999
2014-10-01,295000.0,3.0,2.5,1460.0,7936.0,2.0,0.0,0.0,3,7,0,1995,98038,47.3673,-122.01700000000001
2014-06-30,419000.0,2.0,1.75,1510.0,4980.0,1.0,0.0,0.0,3,8,0,2006,98053,47.7191,-122.023
2014-12-22,750000.0,4.0,2.75,3430.0,13907.0,2.0,0.0,0.0,3,11,0,1995,98075,47.5879,-121.993
2015-04-28,502000.0,4.0,1.5,1700.0,8400.0,1.0,0.0,0.0,3,7,0,1953,98177,47.7677,-122.359
2014-06-04,1030000.0,3.0,1.75,2640.0,8000.0,1.0,0.0,3.0,4,9,1,1960,98040,47.5826,-122.24600000000001
2015-03-13,398500.0,3.0,1.0,1200.0,15960.0,1.5,0.0,0.0,3,6,0,1945,98125,47.7163,-122.29899999999999
2015-04-14,700000.0,2.0,1.5,1850.0,4945.0,1.5,0.0,2.0,4,7,0,1907,98126,47.5742,-122.37899999999999
2014-06-11,248000.0,5.0,1.5,1510.0,9078.0,1.0,0.0,0.0,4,7,0,1959,98168,47.4852,-122.305
2014-08-26,800000.0,4.0,2.0,2130.0,2800.0,1.0,0.0,0.0,5,7,1,1922,98103,47.6545,-122.333
2015-01-21,383000.0,4.0,2.5,2640.0,8055.0,2.0,0.0,0.0,3,9,0,2004,98092,47.315,-122.193
2014-05-27,688000.0,4.0,3.0,3000.0,4000.0,1.5,0.0,3.0,3,8,1,1913,98144,47.5744,-122.307
2014-10-08,521000.0,3.0,2.0,1870.0,5455.0,1.0,0.0,0.0,5,7,1,1926,98125,47.7029,-122.29700000000001
2014-11-05,365000.0,2.0,1.0,990.0,9223.0,1.0,0.0,0.0,3,7,0,1949,98125,47.72,-122.32
2014-10-07,491000.0,3.0,2.0,2005.0,7000.0,1.0,0.0,0.0,3,7,1,1980,98122,47.6039,-122.29799999999999
2014-11-22,643000.0,3.0,2.75,2030.0,7700.0,1.0,0.0,0.0,5,8,1,1965,98008,47.62600000000001,-122.11200000000001
2015-02-02,279000.0,3.0,2.5,1500.0,7350.0,1.0,0.0,0.0,2,7,1,1979,98023,47.3025,-122.382
2015-02-02,583500.0,4.0,1.0,1530.0,3900.0,1.5,0.0,0.0,4,7,0,1908,98107,47.6748,-122.37899999999999
2014-07-23,310000.0,3.0,2.5,1990.0,3600.0,2.0,0.0,0.0,3,7,0,2004,98038,47.3841,-122.041
2014-06-10,310000.0,3.0,1.75,1420.0,7650.0,1.0,0.0,0.0,4,7,1,1984,98056,47.4892,-122.182
2015-03-23,280000.0,3.0,1.0,1400.0,13975.0,1.0,0.0,0.0,4,6,0,1956,98198,47.4195,-122.33
2014-11-17,272000.0,4.0,2.5,1870.0,5692.0,2.0,0.0,0.0,3,7,0,2004,98058,47.4334,-122.148
2014-07-07,870000.0,4.0,3.0,3040.0,36246.0,1.5,0.0,0.0,3,9,1,1923,98074,47.6093,-122.07
2014-11-18,307000.0,3.0,2.0,1790.0,7259.0,1.0,0.0,0.0,3,7,1,1980,98058,47.4643,-122.171
2014-07-17,490000.0,2.0,1.5,1590.0,4500.0,1.0,0.0,0.0,4,7,1,1946,98116,47.5831,-122.39200000000001
2014-10-08,399950.0,3.0,2.0,2050.0,9396.0,1.0,0.0,0.0,5,7,1,1960,98155,47.7447,-122.32799999999999
2014-06-09,1640000.0,5.0,3.5,4220.0,26784.0,1.0,0.0,0.0,3,10,1,1958,98004,47.6003,-122.206
2014-07-09,989000.0,5.0,4.5,4030.0,13474.0,2.0,0.0,0.0,3,11,0,2000,98075,47.5812,-121.995
2014-06-18,264950.0,4.0,1.75,1770.0,9011.0,1.0,0.0,0.0,5,7,1,1983,98042,47.3646,-122.07600000000001
2014-07-25,491500.0,4.0,2.75,2100.0,7236.0,1.0,0.0,0.0,3,8,1,1979,98034,47.7267,-122.23200000000001
2014-05-14,345000.0,3.0,2.25,2120.0,15003.0,2.0,0.0,0.0,3,7,0,1984,98059,47.4745,-122.12
2015-01-19,339900.0,4.0,1.75,2600.0,18042.0,1.0,0.0,0.0,4,8,1,1969,98092,47.2969,-122.189
2015-04-27,852000.0,3.0,3.0,2400.0,4000.0,2.0,0.0,0.0,3,7,1,1905,98102,47.6288,-122.321
2014-12-22,585000.0,5.0,3.5,3180.0,40946.0,1.0,0.0,3.0,3,7,1,1968,98075,47.5833,-122.073
2015-02-11,723000.0,4.0,2.0,2790.0,8793.0,1.0,0.0,0.0,4,8,1,1977,98006,47.5509,-122.16
2014-12-01,405000.0,2.0,1.5,1370.0,4102.0,2.0,0.0,0.0,4,7,0,1987,98033,47.6943,-122.184
2014-06-25,800000.0,2.0,1.0,1740.0,5719.0,1.0,0.0,0.0,3,8,0,1955,98103,47.6729,-122.335
2014-10-15,180500.0,3.0,2.5,1800.0,8518.0,2.0,0.0,0.0,3,7,0,1996,98030,47.3643,-122.185
2015-04-28,325000.0,3.0,2.5,1800.0,8518.0,2.0,0.0,0.0,3,7,0,1996,98030,47.3643,-122.185
2014-06-17,235000.0,3.0,1.75,1190.0,7280.0,1.0,0.0,0.0,4,7,0,1968,98092,47.3151,-122.19
2014-05-20,330000.0,2.0,1.0,860.0,8308.0,1.0,0.0,0.0,4,7,0,1948,98146,47.5075,-122.37700000000001
2014-06-12,678500.0,3.0,2.0,2460.0,6600.0,1.0,0.0,2.0,4,8,1,1952,98136,47.5215,-122.383
2014-07-09,463000.0,4.0,2.5,1980.0,6660.0,2.0,0.0,0.0,4,7,0,1974,98034,47.7158,-122.167
2014-09-12,250000.0,2.0,1.0,670.0,4640.0,1.0,0.0,0.0,3,6,0,1943,98106,47.53,-122.351
2014-07-16,655000.0,3.0,2.0,1410.0,4800.0,1.5,0.0,0.0,4,8,0,1927,98118,47.5597,-122.26700000000001
2014-05-16,239900.0,4.0,2.25,1860.0,7000.0,1.0,0.0,0.0,3,8,1,1979,98023,47.3127,-122.339
2014-11-17,185000.0,3.0,1.0,980.0,9135.0,1.0,0.0,0.0,3,7,0,1955,98001,47.3496,-122.289
2014-06-16,1740000.0,4.0,2.25,3040.0,5000.0,2.0,0.0,3.0,4,9,1,1926,98105,47.6565,-122.27799999999999
2014-09-05,251700.0,3.0,2.25,1810.0,11800.0,1.0,0.0,0.0,3,7,1,1977,98178,47.4997,-122.23100000000001
2015-02-09,400000.0,4.0,2.0,1560.0,8250.0,1.0,0.0,0.0,3,8,1,1964,98177,47.7565,-122.35799999999999
2014-09-04,735000.0,4.0,1.75,2100.0,7960.0,1.0,0.0,0.0,3,8,1,1955,98004,47.6079,-122.195
2014-10-27,1700000.0,5.0,2.0,2500.0,15250.0,2.0,1.0,4.0,5,8,0,1942,98008,47.5883,-122.111
2014-07-08,765000.0,4.0,4.0,3010.0,7221.0,2.0,0.0,0.0,3,10,0,2004,98075,47.5833,-121.97
2014-09-23,292500.0,4.0,1.75,2140.0,8162.0,1.0,0.0,0.0,3,7,1,1968,98023,47.3096,-122.37700000000001
2015-03-25,270000.0,3.0,2.25,2390.0,7000.0,1.0,0.0,0.0,4,7,1,1970,98058,47.4568,-122.169
2014-12-24,415000.0,2.0,1.0,1510.0,6807.0,1.0,0.0,0.0,3,7,1,1939,98133,47.71100000000001,-122.353
2014-11-24,950000.0,4.0,1.75,2210.0,19025.0,1.0,0.0,0.0,4,7,1,1952,98004,47.5927,-122.20299999999999
2014-09-16,353000.0,3.0,2.75,2170.0,8396.0,2.0,0.0,0.0,3,7,0,1995,98038,47.3812,-122.023
2014-12-10,670950.0,3.0,2.5,1790.0,2375.0,3.0,0.0,0.0,3,8,0,2007,98107,47.6726,-122.38
2014-05-09,280950.0,3.0,1.75,1390.0,8700.0,1.0,0.0,3.0,4,7,1,1912,98055,47.4725,-122.20200000000001
2014-05-27,585000.0,3.0,1.75,1850.0,7735.0,1.0,0.0,0.0,4,8,0,1983,98027,47.5608,-122.08200000000001
2014-12-11,525000.0,2.0,1.5,1480.0,43645.0,1.0,0.0,0.0,3,8,0,1974,98027,47.5484,-122.045
2014-08-01,605000.0,3.0,1.75,1850.0,8823.0,1.0,0.0,0.0,4,8,1,1973,98008,47.6379,-122.11200000000001
2014-11-19,1010000.0,4.0,3.5,3350.0,3752.0,2.0,0.0,0.0,3,9,1,2007,98117,47.6782,-122.365
2014-09-26,245990.0,3.0,1.0,1040.0,8410.0,1.0,0.0,0.0,3,7,0,1942,98188,47.453,-122.289
2015-02-03,535000.0,4.0,2.25,2810.0,12607.0,2.0,0.0,0.0,3,10,0,1985,98058,47.4585,-122.13
2014-06-30,410000.0,1.0,1.5,1010.0,5750.0,1.0,0.0,0.0,3,7,0,1911,98136,47.5411,-122.39200000000001
2015-04-24,550000.0,3.0,2.5,2250.0,7752.0,2.0,0.0,0.0,4,8,0,1988,98011,47.7489,-122.185
2014-09-11,665000.0,3.0,1.75,1800.0,8000.0,1.0,0.0,0.0,3,8,0,1972,98008,47.6357,-122.119
2015-04-27,455000.0,3.0,1.0,2400.0,17239.0,1.0,0.0,0.0,4,7,1,1940,98028,47.75,-122.245
2014-08-26,440000.0,4.0,1.0,1780.0,4000.0,1.5,0.0,0.0,3,7,0,1922,98103,47.6624,-122.354
2014-07-08,332000.0,3.0,2.25,2120.0,14915.0,1.0,0.0,0.0,3,9,1,1979,98001,47.3524,-122.285
2014-06-11,280000.0,3.0,2.5,1860.0,6607.0,2.0,0.0,0.0,3,7,0,1989,98023,47.2891,-122.351
2014-09-15,570000.0,3.0,3.5,1460.0,1021.0,2.0,0.0,0.0,3,8,1,2006,98122,47.6169,-122.309
2014-05-15,250000.0,3.0,1.0,1230.0,10350.0,1.0,0.0,0.0,4,7,0,1957,98055,47.428000000000004,-122.199
2015-05-01,238000.0,2.0,1.0,1088.0,8453.0,1.0,0.0,0.0,3,6,0,1952,98001,47.2685,-122.23100000000001
2014-11-03,265000.0,3.0,1.0,800.0,5760.0,1.0,0.0,0.0,3,6,0,1949,98155,47.7505,-122.31700000000001
2015-03-05,306000.0,3.0,1.0,1190.0,10350.0,1.0,0.0,0.0,4,7,0,1959,98028,47.7428,-122.244
2015-05-07,345000.0,5.0,2.75,1940.0,4182.0,1.0,0.0,0.0,3,7,1,2002,98056,47.4911,-122.17
2014-09-04,765000.0,4.0,2.5,3300.0,10764.0,1.0,0.0,0.0,4,9,1,1971,98177,47.7119,-122.365
2015-04-30,346300.0,4.0,2.5,2590.0,11018.0,2.0,0.0,0.0,3,8,0,1998,98092,47.2634,-122.211
2014-06-12,342500.0,3.0,2.0,2080.0,11375.0,1.0,0.0,0.0,3,8,0,2002,98022,47.214,-121.993
2015-04-24,501000.0,4.0,2.25,2680.0,5439.0,2.0,0.0,0.0,3,7,0,2000,98011,47.7534,-122.21799999999999
2014-06-25,270000.0,3.0,2.5,1670.0,8364.0,1.0,0.0,0.0,4,7,1,1990,98042,47.369,-122.084
2015-04-22,638000.0,3.0,1.0,1830.0,4400.0,1.5,0.0,0.0,4,8,1,1930,98122,47.6052,-122.3
2014-09-12,460000.0,3.0,1.75,1400.0,2003.0,1.0,0.0,0.0,4,8,1,1908,98119,47.6508,-122.368
2014-10-15,760000.0,4.0,1.75,2770.0,8521.0,1.0,0.0,0.0,4,7,1,1953,98004,47.6255,-122.199
2015-03-16,1090000.0,3.0,2.5,3630.0,11019.0,1.0,0.0,0.0,4,9,1,1972,98040,47.56100000000001,-122.226
2014-06-28,234000.0,3.0,1.0,1040.0,8128.0,1.0,0.0,0.0,3,6,0,1983,98019,47.7425,-121.98100000000001
2015-03-02,1650000.0,3.0,2.75,2690.0,8890.0,2.0,1.0,4.0,4,10,0,1975,98006,47.5487,-122.197
2014-05-06,488000.0,5.0,2.0,2020.0,5000.0,1.5,0.0,0.0,4,7,0,1938,98117,47.6949,-122.37
2015-02-26,1550000.0,5.0,2.5,2450.0,20805.0,2.0,0.0,0.0,4,9,0,1963,98004,47.6275,-122.227
2015-03-27,499000.0,4.0,3.0,2030.0,12675.0,2.0,0.0,0.0,3,7,0,1982,98177,47.7689,-122.37899999999999
2014-09-04,150000.0,3.0,1.0,1450.0,6776.0,1.0,0.0,0.0,3,7,0,1952,98178,47.5056,-122.244
2015-03-26,333000.0,4.0,2.5,2400.0,7270.0,2.0,0.0,0.0,3,8,0,1993,98003,47.2697,-122.31200000000001
2015-02-18,700000.0,4.0,2.75,2870.0,8625.0,1.0,0.0,1.0,4,8,1,1959,98155,47.7425,-122.289
2014-09-18,275000.0,4.0,1.0,1340.0,22500.0,1.5,0.0,0.0,3,7,0,1926,98168,47.489,-122.316
2014-07-01,330000.0,3.0,2.5,1680.0,11312.0,1.0,0.0,0.0,3,7,1,1959,98146,47.5051,-122.344
2014-11-24,360000.0,4.0,2.0,1850.0,8827.0,1.0,0.0,0.0,3,7,0,1969,98155,47.7406,-122.31299999999999
2015-05-11,467000.0,3.0,1.0,1220.0,8040.0,1.5,0.0,0.0,3,7,0,1965,98125,47.7133,-122.30799999999999
2014-11-03,605000.0,5.0,2.25,3220.0,9603.0,2.0,0.0,0.0,3,8,0,1972,98052,47.6474,-122.11
2014-10-02,750000.0,4.0,2.75,3190.0,9023.0,2.0,0.0,0.0,3,9,0,2005,98075,47.5898,-121.98899999999999
2014-08-04,265000.0,3.0,1.75,2050.0,10519.0,1.0,0.0,0.0,3,7,1,1979,98058,47.4257,-122.146
2014-07-18,490000.0,3.0,1.75,1720.0,12540.0,1.0,0.0,0.0,4,7,0,1956,98006,47.5699,-122.177
2014-06-19,360000.0,4.0,2.5,2850.0,4650.0,2.0,0.0,0.0,3,8,0,2004,98038,47.3552,-122.02600000000001
2015-02-06,311750.0,4.0,2.25,2270.0,12000.0,1.0,0.0,0.0,4,7,1,1976,98023,47.3287,-122.353
2014-10-03,399000.0,3.0,2.25,1880.0,12473.0,1.0,0.0,0.0,3,8,1,1958,98028,47.7623,-122.256
2014-07-25,347000.0,4.0,2.5,2770.0,9751.0,2.0,0.0,0.0,3,8,0,1989,98042,47.3739,-122.126
2014-09-04,1680000.0,4.0,3.75,4490.0,34982.0,2.0,0.0,0.0,3,12,0,1998,98005,47.6406,-122.156
2014-09-03,585000.0,4.0,2.5,3110.0,6479.0,2.0,0.0,0.0,3,9,0,2005,98065,47.5408,-121.861
2014-09-12,340000.0,4.0,2.5,2360.0,7475.0,2.0,0.0,0.0,3,8,0,1992,98031,47.4052,-122.17
2015-04-15,612000.0,3.0,2.5,2180.0,5496.0,2.0,0.0,0.0,3,8,0,1994,98029,47.5723,-122.007
2014-06-28,230000.0,2.0,1.75,1910.0,3376.0,2.0,0.0,0.0,3,8,0,1980,98038,47.3733,-122.057
2014-05-09,604000.0,4.0,2.5,2260.0,7753.0,2.0,0.0,0.0,3,9,0,1989,98029,47.5752,-121.995
2014-07-03,250000.0,3.0,1.75,1770.0,8868.0,1.0,0.0,0.0,4,7,0,1959,98002,47.3188,-122.212
2015-03-09,258500.0,3.0,2.0,1460.0,7930.0,1.0,0.0,0.0,3,7,0,1989,98038,47.358999999999995,-122.04899999999999
2015-03-24,783000.0,4.0,2.75,2080.0,5000.0,1.0,0.0,0.0,5,8,1,1940,98199,47.6422,-122.40299999999999
2014-10-30,1050000.0,5.0,2.25,2960.0,7680.0,1.0,0.0,2.0,5,8,1,1958,98199,47.6456,-122.389
2015-03-18,760000.0,4.0,2.5,3220.0,4031.0,2.0,0.0,0.0,3,9,0,2002,98033,47.688,-122.163
2014-05-26,276000.0,3.0,1.0,1140.0,5000.0,1.0,0.0,0.0,3,7,0,1960,98106,47.5535,-122.36200000000001
2015-03-23,550000.0,4.0,2.0,1660.0,12377.0,1.0,0.0,0.0,3,8,0,1966,98008,47.6231,-122.102
2015-04-28,398000.0,4.0,1.0,1430.0,6240.0,1.5,0.0,0.0,5,7,0,1953,98125,47.7272,-122.311
2015-03-13,775000.0,3.0,3.0,1820.0,4300.0,1.5,0.0,0.0,4,8,1,1914,98107,47.6711,-122.36399999999999
2015-04-09,1030000.0,4.0,3.0,3540.0,10202.0,2.0,0.0,0.0,3,8,1,1988,98006,47.5471,-122.155
2014-10-23,327000.0,4.0,1.0,1620.0,6000.0,1.5,0.0,0.0,5,7,0,1905,98055,47.4763,-122.206
2015-04-21,564500.0,4.0,2.75,3100.0,14568.0,2.0,0.0,0.0,3,8,0,1995,98019,47.7302,-121.97399999999999
2014-10-17,782000.0,4.0,1.75,1500.0,6820.0,1.5,0.0,0.0,5,7,0,1905,98117,47.6794,-122.37
2015-01-28,398000.0,4.0,2.5,2820.0,5510.0,2.0,0.0,0.0,3,9,0,2005,98038,47.3477,-122.024
2015-01-30,257000.0,3.0,1.75,1850.0,10920.0,1.5,0.0,0.0,3,6,0,1915,98034,47.7244,-122.22200000000001
2014-06-25,235000.0,4.0,2.0,1570.0,9415.0,2.0,0.0,0.0,4,7,0,1984,98092,47.3168,-122.17399999999999
2014-06-27,453000.0,4.0,2.75,2300.0,37533.0,1.0,0.0,3.0,5,8,1,1979,98070,47.3714,-122.431
2015-03-16,535000.0,2.0,1.0,920.0,9000.0,1.0,0.0,0.0,1,6,0,1954,98033,47.6831,-122.189
2014-05-07,275000.0,3.0,2.5,1600.0,7000.0,2.0,0.0,0.0,4,8,0,1993,98038,47.3534,-122.057
2014-09-15,665000.0,3.0,2.5,2630.0,10047.0,2.0,0.0,0.0,3,9,0,1996,98027,47.5515,-122.083
2014-08-06,670000.0,4.0,2.75,3020.0,13530.0,1.0,0.0,0.0,4,8,1,1977,98052,47.6299,-122.09899999999999
2015-04-27,465000.0,3.0,1.75,1490.0,10757.0,1.0,0.0,0.0,3,7,1,1966,98034,47.72,-122.229
2014-10-23,210000.0,3.0,1.5,1160.0,5200.0,1.0,0.0,0.0,5,7,0,1970,98042,47.364,-122.094
2014-12-04,265000.0,4.0,2.5,2040.0,4443.0,2.0,0.0,0.0,3,8,0,2001,98092,47.3182,-122.189
2015-04-13,426000.0,2.0,2.5,1550.0,2657.0,2.0,0.0,0.0,4,8,0,1987,98033,47.7034,-122.18799999999999
2014-10-29,529219.0,4.0,2.25,1990.0,7610.0,1.0,0.0,0.0,4,8,1,1966,98008,47.6236,-122.103
2014-07-08,600000.0,3.0,2.25,1900.0,46609.0,1.5,0.0,0.0,4,7,1,1969,98072,47.7529,-122.116
2014-07-01,875000.0,5.0,3.5,3840.0,8279.0,2.0,0.0,0.0,3,9,0,2001,98074,47.6039,-122.059
2015-01-06,608000.0,4.0,3.0,2400.0,7680.0,1.0,0.0,0.0,3,7,1,1956,98199,47.6466,-122.389
2014-11-12,220000.0,3.0,1.0,1660.0,21514.0,1.0,0.0,0.0,4,7,0,1973,98022,47.2159,-121.964
2014-08-18,295450.0,3.0,2.0,2030.0,17120.0,1.0,0.0,2.0,4,8,1,1966,98092,47.2953,-122.185
2014-11-11,315000.0,2.0,1.0,840.0,5087.0,1.0,0.0,0.0,3,7,0,1925,98118,47.5557,-122.27799999999999
2015-02-13,205000.0,4.0,2.0,1450.0,8175.0,1.0,0.0,0.0,4,7,0,1967,98031,47.3933,-122.195
2014-07-09,310000.0,3.0,1.5,1460.0,9908.0,1.0,0.0,0.0,3,7,0,1952,98148,47.4275,-122.331
2015-05-03,1000000.0,5.0,1.0,2010.0,5210.0,1.5,0.0,0.0,3,9,1,1927,98119,47.6501,-122.37
2014-06-02,525000.0,4.0,2.5,2910.0,7631.0,2.0,0.0,2.0,3,9,0,2006,98038,47.3552,-122.001
2014-07-09,284000.0,4.0,1.75,1880.0,8800.0,1.0,0.0,0.0,3,7,1,1960,98168,47.5137,-122.333
2014-05-14,510000.0,3.0,1.75,2170.0,26460.0,1.0,0.0,0.0,3,8,1,1986,98074,47.6147,-122.045
2014-06-19,405000.0,2.0,1.0,1260.0,4377.0,1.0,0.0,0.0,4,7,0,1947,98103,47.6988,-122.354
2014-09-16,509950.0,3.0,2.5,1970.0,9153.0,2.0,0.0,0.0,3,8,0,2007,98028,47.7698,-122.26799999999999
2014-10-27,600000.0,4.0,2.25,2090.0,45738.0,2.0,0.0,0.0,3,8,0,1987,98053,47.6876,-122.04899999999999
2015-04-23,990000.0,4.0,3.75,3450.0,4940.0,2.0,0.0,0.0,3,10,1,2006,98103,47.692,-122.338
2015-04-14,280005.0,3.0,1.5,1130.0,7200.0,1.0,0.0,0.0,3,7,0,1954,98178,47.5041,-122.25299999999999
2014-09-03,700000.0,3.0,1.75,2600.0,7668.0,1.0,0.0,0.0,4,8,1,1968,98010,47.3402,-122.046
2014-08-04,330000.0,3.0,1.0,1030.0,7620.0,1.0,0.0,0.0,3,7,0,1953,98126,47.5281,-122.375
2015-02-23,340000.0,2.0,1.0,1700.0,6718.0,1.0,0.0,2.0,3,7,1,1956,98198,47.4131,-122.331
2014-08-18,468000.0,2.0,2.5,1480.0,2167.0,2.0,0.0,0.0,3,8,1,2007,98052,47.6658,-122.132
2014-06-09,1340000.0,4.0,2.5,4250.0,19387.0,2.0,0.0,2.0,4,9,1,1972,98040,47.5578,-122.212
2014-09-19,515000.0,3.0,1.75,1600.0,20873.0,1.0,0.0,0.0,3,8,0,1955,98006,47.5632,-122.182
2014-11-12,245000.0,4.0,2.0,1870.0,8750.0,1.0,0.0,2.0,3,7,0,1977,98022,47.1985,-122.001
2014-05-27,265000.0,3.0,2.5,1440.0,7741.0,1.0,0.0,0.0,4,7,1,1983,98031,47.4042,-122.194
2015-03-17,372400.0,3.0,2.5,2720.0,11937.0,2.0,0.0,0.0,3,9,0,1990,98031,47.4185,-122.212
2015-05-04,390000.0,3.0,1.5,1240.0,8410.0,1.0,0.0,0.0,5,6,0,1948,98155,47.753,-122.32799999999999
2015-02-03,208000.0,3.0,1.0,1020.0,6120.0,1.0,0.0,0.0,4,7,0,1967,98002,47.278,-122.205
2014-10-03,273000.0,2.0,0.5,1180.0,7750.0,1.0,0.0,0.0,4,6,1,1945,98155,47.769,-122.316
2014-10-09,455000.0,5.0,3.5,3080.0,7759.0,2.0,0.0,0.0,3,8,1,2003,98019,47.7454,-121.977
2015-03-30,270000.0,4.0,2.5,1750.0,6397.0,2.0,0.0,0.0,3,7,0,1988,98023,47.3082,-122.35799999999999
2014-07-30,618000.0,4.0,2.25,2530.0,8736.0,1.0,0.0,0.0,4,7,1,1958,98008,47.6049,-122.126
2014-10-21,213550.0,3.0,2.5,1580.0,8541.0,2.0,0.0,0.0,3,7,0,1990,98001,47.3334,-122.289
2014-07-29,210000.0,5.0,1.75,2340.0,9148.0,2.0,0.0,0.0,3,7,0,1957,98198,47.4232,-122.324
2014-12-15,403500.0,4.0,2.75,2400.0,3844.0,1.0,0.0,0.0,5,7,1,1974,98133,47.7027,-122.34700000000001
2015-02-25,235000.0,3.0,1.5,1300.0,7600.0,1.0,0.0,0.0,4,7,0,1963,98022,47.2083,-122.005
2015-04-21,287500.0,3.0,2.0,1760.0,7147.0,1.0,0.0,0.0,4,6,1,1936,98055,47.4799,-122.23200000000001
2014-09-29,546800.0,4.0,1.5,1520.0,5910.0,1.0,0.0,0.0,3,7,1,1946,98115,47.6904,-122.295
2014-06-16,183000.0,3.0,1.75,1070.0,8100.0,1.0,0.0,0.0,4,6,0,1957,98002,47.2853,-122.22
2014-12-05,299500.0,3.0,1.0,1280.0,6726.0,1.0,0.0,0.0,3,6,0,1958,98144,47.5724,-122.301
2014-10-27,610000.0,4.0,2.25,1660.0,7350.0,1.0,0.0,0.0,3,8,0,1965,98008,47.6263,-122.124
2014-06-09,288350.0,3.0,1.5,1860.0,7963.0,1.0,0.0,0.0,3,7,1,1963,98188,47.4513,-122.26799999999999
2014-07-01,500000.0,2.0,1.0,950.0,4500.0,1.0,0.0,2.0,3,7,1,1926,98103,47.6562,-122.354
2014-12-05,625000.0,4.0,2.75,2140.0,4000.0,1.0,0.0,0.0,3,7,1,1951,98115,47.6792,-122.287
2015-04-29,418000.0,2.0,1.5,1480.0,1349.0,2.0,0.0,0.0,3,7,1,2007,98136,47.5439,-122.38600000000001
2014-08-25,660000.0,3.0,3.0,2260.0,1825.0,2.0,0.0,0.0,3,8,1,2002,98122,47.6108,-122.30799999999999
2014-06-23,775000.0,4.0,2.5,2300.0,6158.0,2.0,0.0,0.0,3,9,0,1999,98115,47.6943,-122.29899999999999
2015-01-23,429500.0,3.0,2.75,1650.0,7272.0,1.0,0.0,0.0,4,7,1,1972,98034,47.7232,-122.17399999999999
2014-11-24,569000.0,3.0,2.0,1990.0,3000.0,1.5,0.0,0.0,3,7,1,1908,98112,47.6272,-122.29
2014-05-20,250000.0,4.0,2.0,1960.0,7560.0,1.0,0.0,0.0,5,7,1,1978,98031,47.4081,-122.178
2014-12-09,225000.0,3.0,1.5,1310.0,10491.0,1.0,0.0,0.0,4,7,0,1969,98042,47.3682,-122.148
2014-05-14,530000.0,4.0,2.75,2450.0,15002.0,1.0,0.0,0.0,5,9,0,1974,98166,47.4268,-122.34299999999999
2014-09-05,306000.0,3.0,1.0,910.0,8658.0,1.0,0.0,0.0,3,7,0,1955,98155,47.7586,-122.303
2015-04-13,517100.0,3.0,1.75,1580.0,9719.0,1.0,0.0,0.0,5,7,0,1962,98056,47.5396,-122.18
2014-08-22,354950.0,3.0,1.75,1780.0,9689.0,1.0,0.0,0.0,3,7,1,1976,98072,47.7628,-122.163
2015-04-14,348000.0,3.0,1.5,1040.0,1824.0,1.0,0.0,0.0,3,6,0,1925,98115,47.6793,-122.3
2014-07-18,522250.0,4.0,2.5,2340.0,41600.0,1.0,0.0,0.0,3,8,1,1977,98077,47.7466,-122.07700000000001
2014-06-04,275000.0,3.0,2.5,1720.0,8755.0,1.0,0.0,0.0,3,8,1,1983,98023,47.3186,-122.391
2014-12-18,390000.0,3.0,1.5,1600.0,10440.0,1.0,0.0,0.0,3,7,0,1954,98125,47.7109,-122.311
2014-09-10,260000.0,3.0,1.5,1320.0,9750.0,1.0,0.0,0.0,3,7,0,1954,98148,47.4267,-122.331
2014-07-28,585000.0,5.0,2.75,2350.0,4178.0,1.5,0.0,0.0,3,8,1,1922,98112,47.6388,-122.3
2014-06-03,605000.0,5.0,2.75,2740.0,5616.0,1.5,0.0,0.0,5,7,1,1925,98115,47.6866,-122.31700000000001
2014-07-03,342000.0,4.0,2.5,2300.0,6448.0,2.0,0.0,0.0,3,8,0,2001,98030,47.3813,-122.204
2014-08-27,900000.0,5.0,3.0,4350.0,37169.0,2.0,0.0,0.0,3,10,1,1972,98005,47.6518,-122.16
2015-03-30,252000.0,3.0,1.75,1430.0,7700.0,1.0,0.0,0.0,4,7,1,1981,98031,47.3993,-122.18299999999999
2015-02-19,357000.0,3.0,1.75,2400.0,14012.0,1.0,0.0,0.0,3,9,0,1971,98003,47.3371,-122.325
2014-12-24,370000.0,3.0,1.0,940.0,7910.0,1.0,0.0,0.0,4,6,0,1959,98008,47.6181,-122.117
2015-04-06,322500.0,3.0,1.0,1020.0,13504.0,1.0,0.0,0.0,5,7,0,1959,98056,47.5121,-122.17
2014-06-20,210000.0,2.0,2.0,1680.0,5756.0,2.0,0.0,0.0,4,7,0,1910,98002,47.3065,-122.22200000000001
